wikidata_id	name
Q16923884	Pilgrim
Q16927528	Volkswagen Australia
Q16928002	Huffman Bros. Motor Co
Q16943237	Holly
Q1694360	UMAP vehicles
Q16954644	David Brown Automotive
Q16954918	Name.com
Q1696171	Alfi
Q16961769	My Pillow
Q1697464	Le Métais vehicles
Q16978073	Crescent
Q16978230	Kersting-Modellbauwerkstätten
Q1697950	Mohs
Q16979585	Hoover Cyclecar
Q16983600	Bamby Cars
Q16984744	Boisselot & Fils
Q16987518	Clarkson plc
Q1699418	Broadwood and Sons
Q16995636	Hol-Tan
Q16998266	Arthur Mulliner
Q16998401	King
Q1700122	Marc Nordon Racing
Q17003098	Director of Public Prosecutions
Q1700849	Tholomé
Q1701156	Marot-Gardon
Q1701380	Westfalia
Q17017630	Silver Hawk
Q17031047	Richtek Technology Corporation
Q17031791	Lincoln Motor Car Works
Q17034979	Logan
Q1703639	Jordan Motor Car Company
Q17043280	Kandrat Krapiva Institute of Art Studies, Ethnography and Folklore
Q17050677	Huayang
Q17055435	Public Service Association
Q1705945	Saïga vehicles
Q1706237	Neiman
Q1706518	OTAS vehicles
Q17072609	Clément-Rothschild
Q17074171	LeRoy
Q1707811	Virus
Q17088140	Silicon Systems
Q1709602	Ozamktas Özaltin Makina Otomotiv
Q1709771	Jouffret
Q1709933	Jousset
Q17107844	VL Automotive
Q17107879	Martin & Vleminckx
Q17108657	W.S. Darley & Co.
Q17127027	Harding vehicles
Q171335	Sauber
Q171337	Williams Grand Prix Engineering
Q17145796	Noddle
Q171506	Osella
Q172030	McLaren
Q1720353	Smith Electric Vehicles
Q172153	English Racing Automobiles
Q1721587	Kaiser Fahrzeugbau vehicles
Q1721596	Kaiser Jeep
Q1723641	Società Italiana Automobili Milano
Q17238151	Vice Commissioner of Korea Coast Guard
Q1724639	Mastretta
Q172465	Kojima Engineering
Q172741	Subaru
Q1727610	Wilbrook
Q17280082	Orca Engineering
Q1729291	Karenjy
Q173085	De Tomaso
Q173110	Prost Grand Prix
Q173177	March Engineering
Q173222	Gordini
Q173229	Automobili Turismo e Sport
Q17326553	Marionettists Schichtl-family
Q173339	BMW M
Q173357	Simca
Q1734297	Karosseriewerke Otto Kühn
Q1734420	Karsan
Q1737682	Trident Cars
Q1737993	Keinath
Q1738218	Keller
Q1738331	Kelmark Engineering
Q1738789	Kennedy-Skipton & Co.
Q1739055	Kenter
Q1740060	Kevah
Q174049	Automobilwerk Eisenach
Q1740925	Kieft Cars
Q1742043	King Musical Instruments
Q17421664	Murder of Jimmy Hendricks and Kim Mills
Q1744569	Philos vehicles
Q174465	Pope-Toledo
Q174510	Ariès
Q1745885	Wallyscar
Q17462864	Foers
Q1746295	Koco vehicles
Q1748595	Lawil S.p.A.
Q1749266	Louis Chenard
Q1751398	Portland Cyclecar Company
Q1751993	Special Vehicle Team
Q1753739	Moll vehicles
Q175391	Fender Musical Instruments Corporation
Q1754320	Rootes Group
Q17561256	NG Cars
Q1756227	White Motor Company
Q1756599	Rousson et Chamoix
Q1757613	Seoudi Group
Q1758327	Tuar
Q1759982	Komet
Q1760318	Puma
Q1764336	Volkswagen Argentina
Q1764912	Volkswagen R
Q1767375	Lafitte vehicles
Q1769081	Tourey
Q1769762	Motorette Corporation
Q1770343	Rickman Motorcycles
Q1774473	Kline Kar
Q1776939	Knaus Tabbert Group
Q1777214	Kniže & Comp.
Q1778067	Koch vehicles
Q177846	Società Torinese Automobili Elettrici
Q1778677	Kohlmus vehicles
Q1779815	Kombat Armouring
Q1780973	Alpha Sports
Q1781678	McLaughlin Motor Car Company
Q1783748	Peerless
Q1785661	Kover vehicles
Q1787572	Kurek vehicles
Q1789249	Street & Racing Technology
Q1790346	Otosan
Q1795481	Kässbohrer Transport Technik
Q1797759	LMX vehicles
Q1798324	LR Fahrzeugbau
Q179862	Central Motors
Q1798807	La Française Diamant
Q1798834	La Gazelle
Q1798877	La Joyeuse vehicles
Q1798908	La Lorraine
Q1799098	La Roulette
Q17991909	Arden Automobilbau
Q1799288	Micro Cars
Q1799799	Lacoste & Battmann
Q1800852	Laurent et Touzet
Q1801355	Lambert Automobile Company
Q1801483	Lambro
Q18018449	Ace
Q1801882	Édouard Rossel
Q1801909	Land Rover Aqaba Assembly Plant
Q18019726	Heico Sportiv
Q18020859	Hensen Automotive
Q18022031	Kessler Motor Company
Q1802646	Magali
Q1803629	Landmaschinenbau Döbeln
Q1805748	Costruzioni Meccaniche di Saronno
Q1806804	Mosler Automotive
Q1807960	Laurence-Jackson
Q1809736	Le Blon
Q1809854	Le Favori
Q1809918	Le Gui vehicles
Q1810309	Le Zèbre
Q181642	Suzuki
Q1816816	NEMA-Werke
Q1817628	Phillips
Q1817947	Oakland Motor Car Company
Q1820088	Addison
Q182310	Zimmermann
Q183040	Carbodies
Q18343503	Gary Torgow
Q18396211	Tucker Corporation
Q18413419	Tractobile vehicles
Q184930	Zeiller & Fournier
Q1850517	Rickenbacker
Q1850587	Polaris Industries
Q1850648	Henri Selmer Paris
Q1852268	Somaca
Q1854061	Oyak-Renault
Q185432	Espenlaub
Q1855184	Soueast
Q18567577	7princess
Q1862590	RFW
Q18639423	Lachenal & Co.
Q1864949	Lister Cars
Q1866876	Lloyd & Plaister
Q1866904	Lloyd Cars Ltd
Q1868017	Logicar
Q18686489	Guberman Shelia
Q18689168	SOE Busproduction Finland
Q18697781	AC Automotive
Q1872739	LuWe
Q187283	La Ponette
Q1877668	Lurquin-Coudert
Q1878248	Lutèce
Q1878258	Luverne
Q1878327	Luxior
Q1878339	Lux'sche Industriewerke
Q1880593	L'Ardennais
Q1880698	L'Élégante vehicles
Q1880738	M.A.
Q1880744	M.G.P. spol.
Q1880770	Gatso vehicles
Q1880943	M2
Q1881193	MAVA-Renault
Q1881231	MBM vehicles
Q1881323	MEBEA
Q1881443	MG Motor
Q1881582	MK Sportscars
Q18816171	New Era
Q188217	SEAT
Q188454	Yamaha Corporation
Q1884868	Mahindra Renault Limited
Q188514	Tata Motors
Q1885464	Maillard
Q1886085	Majola
Q1886785	House of Malatesta
Q1887323	Malicet et Blin
Q1887542	Malliary
Q1892357	Marauder Cars
Q1892396	Marbais and Lasnier
Q189442	Zena Fabbrica Automobili
Q1894713	Marendaz
Q189674	Zeno Galassi
Q1898162	SECMA
Q1899102	Marion-Handley
Q1899105	Marion
Q1900912	Markranstädter Automobilfabrik
Q1901959	Marland vehicles
Q1902001	Marlei
Q1902459	Marr
Q1902723	Marshall vehicles
Q1904600	Martin Motors
Q1904604	Miesse
Q190677	Zentralmobil
Q1906881	veb getriebefabrik coswig
Q1906949	Mascot 100 vehicles
Q1907188	Dana
Q1913859	Maximag
Q1915074	McCurd
Q1915505	Meccanica G. Guaraldi
Q1921051	Paymaster
Q1921319	Mercedes-Benz South Africa
Q1922222	Merz vehicles
Q1924281	Messier
Q1924627	Spijkstaal
Q1926379	Meyra
Q19283571	GP vehicles
Q1930769	Michel Irat
Q19309297	Speedex Castings & Accessories
Q19310151	Tourette vehicles
Q19310883	Viking Performance vehicles
Q1931783	Midas Cars
Q1932453	Mignonette-Luap vehicles
Q1934630	Coda Automotive
Q1935604	Millot
Q1939847	Mitsubishi Motors Australia
Q1941778	Modec
Q1942168	Modiran Vehicle Manufacturing Company
Q1944922	Monnier vehicles
Q194633	Orville by Gibson
Q1947044	Mops
Q1949807	Motorenfabrik Magnet
Q1949820	Heinle & Wegelin vehicles
Q1950010	Motorwagenfabrik Hüttis & Hardebeck
Q1951078	Moustique
Q1953472	Murad (car)
Q1957497	Royal Astronomer of Ireland
Q1957650	Mécanique et Moteurs
Q1957714	Méray vehicles
Q1959647	Theologou
Q1962983	Nacional Sitjes vehicles
Q1964161	Namco
Q1964538	Nanceene
Q1964599	Nanjing Fiat Automobile
Q1964604	NAVECO
Q1964916	Napier & Son
Q1965238	Nardini
Q1966872	Nu-Klea Starlite
Q1966980	Nissan South Africa
Q1967466	National Motor Vehicle Company
Q196853	Zetgelette
Q1969669	Vector Motors
Q197145	Jiangnan vehicles
Q1974471	Kramer Guitars
Q197541	Gonow
Q197544	Jonway
Q197706	Zhengzhou Nissan Automobile Company
Q1978363	Nesselsdorfer Wagenbau-Fabriks-Gesellschaft
Q1983768	Newton-Bennett
Q199271	E.H.P.
Q1993724	Nissan Motor Australia
Q19977498	Scania-Hytter
Q19978405	Kantanka cars
Q1997854	Norden vehicles
Q1997865	Nordenfelt
Q1998994	Norfolk
Q1999253	Norma Auto Concept
Q2000031	F.C.
Q2000213	Lennartsfors AB
Q2000236	Norsk Geijer
Q2000312	Premier Automotive Group
Q2000954	Northern
Q2001596	Singer Motors
Q2002731	Nova
Q2002733	Nova
Q2002779	Automotive Design and Development
Q20038567	ArsMagna
Q2003864	Noël Bénet vehicles
Q200511	Antoine
Q20072347	Only automobiles
Q201522	Atlantic
Q2015816	Officine Fratelli Zambelli
Q2015835	Officine Meccaniche Torinesi vehicles
Q2015853	OTAV vehicles
Q2015856	Officine Stampaggi Industriali
Q20165	Nissan
Q20180388	Faun
Q2019711	Juwel
Q2022489	Loret
Q2023565	Oméga-Six
Q202468	Abt Sportsline
Q202523	AC Schnitzer
Q2026965	Reverchon Industries
Q202708	American Motors Corporation
Q2027114	Opperman
Q202819	Ascari Cars
Q202888	Ariel Motor Company
Q202944	Austin-Healey
Q202969	Avtotor
Q202988	Avedis Zildjian Company
Q203020	Benz & Cie.
Q2030497	Orient Express
Q203084	Cizeta
Q20313358	Tha Bizness
Q203539	Zimmer
Q203550	Alpina
Q2038207	Otto Beckmann & Co
Q203963	Bouquet, Garcin & Schivre
Q20427325	Sarana Menara Nusantara
Q2043596	P. Morisse et Cie
Q2043607	P. Vallée vehicles
Q2043881	PCS vehicles
Q2046133	Pagano vehicles
Q2048249	Palmerston
Q2048742	Pan-Car
Q2051713	Paramount Cars
Q20521091	Melodija glasbila
Q2057015	Patriarca vehicles
Q2062536	Paul Speidel
Q2063658	Paulet vehicles
Q2065322	Paydell Engineering
Q2065920	Warne
Q2067116	General Secretariat of the Council of the European Union
Q2068092	Pellandini Cars
Q2068815	Dinn Corporation
Q2069389	Pente
Q2070616	Perfex Manufacturing
Q20740285	Vic Firth Company
Q2079781	Petigars Prat Carrabin vehicles
Q2080546	Petri + Lehr vehicles
Q2081390	Peugeot-Croizat
Q2088475	Phoenix
Q2092197	The Pick Motor Company
Q2092542	Piedmont
Q209374	Checker Motors Corporation
Q2096434	UzAuto Motors
Q2097457	Pivco vehicles
Q20982925	Ciimo
Q2099039	Playboy Automobile Company
Q21005461	Frank and John Craighead
Q2100676	Poinard
Q21006898	bwin
Q21008079	CamelPhat
Q21008560	The Chelsea Cobbler
Q210278	Gibson
Q2103920	Ponts-Moteurs
Q2104083	Pope-Tribune
Q2104096	Pope Manufacturing Company
Q21044750	Volksrod
Q2106914	Powell Manufacturing Company
Q2108156	Velox
Q2111866	Prod'homme
Q2113329	Prosper-Lambert vehicles
Q2113543	Welson
Q2114420	Prunel vehicles
Q2120690	Pöhlmann vehicles
Q2121662	Jincheng vehicles
Q2122270	Quantum Sports Cars
Q2123800	R.H. vehicles
Q21279288	Innoson Vehicle Manufacturing
Q21281170	Autocult
Q21281174	AVA Cars
Q21281179	Avante Cars
Q21281184	Adams Roadsters
Q21281313	O & C Products
Q21282987	Edge Sportscars
Q21283029	Asquith Brothers
Q21287805	Reena Spaulings
Q2130428	Ramtron International
Q2130910	Ranger
Q2131318	Raouval
Q2132203	IAME Rastrojero
Q2134684	Real vehicles
Q2135057	Rebour
Q2136089	Red Star Auto
Q2137231	Regal
Q2139003	Hermann Paus Maschinenfabrik
Q2143731	Renault Nissan Automotive India Private Limited
Q2143903	Swiss Buggy vehicles
Q2147748	Rabag vehicles
Q2148293	Phänomen
Q2148391	Rhéda vehicles
Q2151084	Richelieu Motor Car Company
Q2151676	Rickett
Q215293	Volvo Cars
Q21562062	Faraday Future
Q2159804	Robin Hood Engineering
Q2159952	Robinson & Price
Q2160217	Rochdale Motor Panels and Engineering
Q2160740	Rockne
Q2161125	Roding Automobile
Q2161163	Rodley
Q2164422	Rolux
Q21645742	Lemercier & Cie
Q21654774	MissCarat
Q2165627	Sunbeam
Q2166241	Rootes Australia
Q216796	Lincoln Motor Company
Q2170626	Rouxel
Q2170781	Linser
Q2171150	Royale vehicles
Q2171701	Ruby
Q217338	Casio
Q2176827	Ruska
Q2178231	Ryjan
Q2183093	Aspa
Q2183171	NAMI
Q2183178	Oscar vehicles
Q2183267	Jakovlev & Frese vehicles
Q2197956	Train vehicles
Q219846	Zonda
Q219927	Zongshen
Q219960	Scania
Q21997869	Jon Narvestad
Q2204479	SARA
Q2204482	S.C.A.R. vehicles
Q2204503	S.C.A.P.
Q2204752	Safir
Q2207411	SOCEMA
Q2212173	Saier vehicles
Q22126848	MeseMoa.
Q2215956	Star Motor Company
Q221869	SsangYong Motor Company
Q2220668	S. Sandford
Q2223347	Santax
Q2223596	Santler
Q22277712	Erwin Brothers
Q2228110	Saviano vehicles
Q2229096	Scavas
Q2229610	Schacht
Q2235147	Optare
Q224471	Baltijas Džips
Q2248154	Timoney Technology Limited of Ireland
Q2250672	Schufa
Q225483	JDM
Q2261450	Scout Motors
Q2262292	Searchmont Motor Company
Q2263910	Secqueville-Hoyau
Q22671353	AGM Sports Cars
Q22671363	Allan Macqueen
Q22671368	Alto vehicles
Q22671428	Bouillot-Helsel vehicles
Q22671429	BRA
Q22671440	Brockmore Classic Replicas
Q22671492	Claydon Hamilton Automotive Design
Q22671497	Concept Car Company
Q22671500	Continental Coachwork
Q22671542	Dunsmore Motor Traction
Q22671597	Fiero Factory
Q22671601	Fleur de Lys Automobile Manufacturing
Q22671608	Freestyle vehicles
Q22671672	Hartnett vehicles
Q22671728	Jimini vehicles
Q22671731	Johnard vehicles
Q22671761	Kyote
Q22671791	Litton Cars
Q22671799	Luego vehicles
Q22671829	McCoy vehicles
Q22671864	Moss vehicles
Q22671881	NG vehicles
Q22671886	Parabug vehicles
Q22671890	FAW Oley
Q22671914	Phizackerley
Q22671936	Prova vehicles
Q22671974	Robnell Sports Cars
Q22672013	Shanghai Wanfeng Auto Group
Q22672043	SPM
Q22672072	Tawon Car
Q22672093	Teal Cars
Q22672110	Fiat (New Zealand) vehicles
Q22672116	Trekka vehicles
Q22672132	Saker (New Zealand) vehicles
Q22672148	Vincent cars
Q22672151	Vintage
Q22672183	Xanthos
Q2267446	Securus
Q22691239	BAD Design
Q2271912	Sera
Q2274795	Sethera
Q2276716	Shamrock
Q2278140	Shephard
Q2280775	Siata Española S.A.
Q2281482	Sichuan FAW Toyota Motor
Q2282058	Sidéa vehicles
Q2285090	FAW Tianjin
Q2286392	Silva-Coroner
Q2288342	Simplicia
Q2291525	Organisation Internationale des Constructeurs d'Automobiles
Q2293556	Slaby-Beringer vehicles
Q2295173	Smiles vehicles
Q2296941	Bernardi vehicles
Q2296966	Società per la Trazione Elettrica
Q2296999	Côte vehicles
Q2297043	Société Neuchâteloise d’Automobiles
Q2297136	Société l’Énergie
Q2297140	Austral
Q2297423	Sofia
Q2297492	Sofravel vehicles
Q2299120	Solo Kleinmotoren
Q2299150	Solomobil vehicles
Q2299283	Solon AB
Q2299839	Microcar
Q2300895	Soncin
Q23041421	Mercedes-Benz do Brasil
Q23043017	Mercedes-Benz Argentina
Q2304687	Southern Cross
Q23048564	Scania Peter
Q23048721	Baltcoach
Q23048814	Scania Production Angers
Q2308012	Bugatti Automobiles
Q2309	AvtoVAZ
Q2325448	Stabilia
Q23301327	G. G. J. and J. Robinson
Q23317	Audi
Q2335370	Stearns-Knight
Q2339283	Steiger
Q2341787	Steinway Musical Instruments
Q2341845	Steinwinter
Q2347754	Stevens vehicles
Q2347970	Steyr-Werke
Q234803	Rolls-Royce Motor Cars
Q2350171	De la Chapelle Frères et Compagnie
Q2350334	Stirling’s Motor Carriages
Q2351196	W. J. Stokvis
Q23560301	Anchi vehicles
Q2358655	Studillac
Q2359677	Styl Kar
Q2362478	Success Automobile Manufacturing Company
Q2365088	House of Bentivoglio
Q2367072	Levêque Frères
Q23680145	123-reg
Q23689851	Okamura Mikasa
Q2370473	Suère
Q2373435	Volvo Buses
Q2373470	Stagg Music
Q2378642	Thomas Built Buses
Q23820274	Salvador vehicles
Q2383267	André
Q2386434	Taylor Guitars
Q23870181	Maustaja
Q2389944	Talbot-Darracq
Q23902689	John & Frederick Harwood
Q239162	Toyota Motor Manufacturing Czech Republic
Q2398244	Hopkins Rides
Q24062055	Spaulding Manufacturing Company
Q2406431	Teste & Moret vehicles
Q240681	Decauville
Q2408194	Th. Schneider
Q24084595	Actividades Industriales
Q240910	Luchjenbroers
Q24190954	Ubet, Wagering Company
Q2420996	Thieulin vehicles
Q2421243	Think Nordic
Q24249581	Renshaw & Kirkman
Q2429532	Thrif-T vehicles
Q2431758	Zierer
Q2435631	Tincher
Q2439113	Toledo
Q2439968	Tom Pouce
Q244017	Zwerg Autobau
Q2442620	Tony Huber
Q2446568	Tourand vehicles
Q2446840	Start vehicles
Q2446927	Town Life
Q2447147	Toyota Kenya
Q2447176	Toyota Motor Manufacturing (UK)
Q2447605	Tracta
Q2451004	Westwaggon
Q2452469	Tribelhorn
Q2453210	Trigger vehicles
Q2453880	Triouleyre
Q2456354	Trumbull vehicles
Q2460725	Turinelli & Pezza
Q2461340	Turner's Motor Manufacturing Co
Q24707287	Tibnam & Alsop
Q247542	Zénia
Q247549	Zénith
Q247583	Zévaco
Q248294	Alesis
Q248504	Zürcher Patent-Motorwagen-Fabrik Rapid
Q248878	Zust
Q24993997	West Yorkshire Police and Crime Commissioner
Q2502552	Mathieu vehicles
Q250474	Straker-Squire
Q250484	Studebaker-Garford
Q2506335	VM
Q25068120	Super Flower
Q25094540	Pairpoint Glass
Q2509636	Valveless
Q25100715	Social Credit System
Q2511704	Vee Gee
Q2517107	Vermorel
Q252056	Buckingham Engineering
Q25215423	Redpath
Q2527155	Vinot & Deguingand
Q2527319	Eppillus
Q2532301	Volkswagen Slovakia
Q2532314	Volkswagen of South Africa
Q2532906	Volugrafo vehicles
Q25351685	Phianna
Q2535289	Vulcan
Q2536074	Poncin vehicles
Q2537306	VINITI
Q25381691	Shanghai Auto Works
Q25381961	First Tractor Works Auto Sub-Works
Q25381984	Qinchuan vehicles
Q25382349	Yunbao vehicles
Q2539060	Wagenfabrik Jos. Neuss
Q25392579	Nanqi
Q2542231	Wales & Edwards
Q25425736	Deutsch Maceljski family
Q2542795	Tincomarus
Q25468823	Maheswara Musik Records
Q2552697	Mann
Q2552828	Waukesha Engines
Q2553436	Weber vehicles
Q2554313	Wegmann & Co.
Q2555894	Weineck Cobra & Motorenbau
Q2559365	Wenger Basel
Q2559470	Wenkelmobil
Q2564982	Western Tool Works
Q25668082	De Werkende Bie
Q256749	Äskulap
Q257815	Spyker
Q2581762	Willowvale Motor Industries
Q2583251	J-P Wimille
Q25836	ErAZ
Q2584628	Winkler
Q2593154	Woodill Wildfire
Q2593211	Woodrow
Q2593224	Woods Mobilette vehicles
Q259686	Puch
Q2599817	Yaxa
Q2600077	Yenko Chevrolet
Q2603153	Basil Green Motors
Q2603855	Izuogu Z-600
Q2605448	Albani family
Q260756	GAZ Group
Q2622651	Volkswagen Trucks and Buses
Q26237526	ambassador of France to UNESCO
Q262381	Magyar Suzuki
Q26271213	Ramsis
Q262737	ABC Motors
Q263312	Fongri
Q2633708	Caparison Guitars
Q2637279	Albany
Q263800	International Harvester
Q2640380	Alda
Q2641028	Alesbury
Q2641212	Alevel
Q2642559	Alexander Leutner & Co.
Q2644275	Alfgang
Q264831	Elfin Sports Cars
Q2648772	AAG
Q2649512	Allwyn Cyclecars
Q265465	Santana Motor
Q2656909	Gordon
Q2657020	Corre vehicles
Q2657267	Avia
Q2657545	Manfredi family
Q2666137	Carver vehicles
Q26678	BMW
Q2671124	Renault Factory of Algeria
Q2676633	Dioss
Q2677162	Doninvest
Q26794	Abadal
Q26794783	Pur Sang vehicles
Q268096	Fonlupt
Q26823	Abarth
Q26846544	Megastar Veículos
Q26865	Abbott-Detroit
Q268808	Premier Automobiles Limited
Q26893	AC Cars
Q26898042	Srikandi
Q26905	Aero
Q26911901	Sakura Ebis
Q26915233	Middleby Auto Company
Q26921	Alfa Romeo
Q269311	Rinspeed
Q26944	Alpine
Q26952	Alvis Car and Engineering Company Ltd
Q26966	Mercedes-AMG
Q2699663	Laffly
Q27031830	Chesbro Music Company
Q2704273	Aston Martin F1
Q27048623	Widmann
Q27061	ARO
Q27074	Aston Martin Lagonda
Q27091	Austro-Daimler
Q27110	Autobianchi
Q27143	Avia
Q27147008	WW Trevis
Q27152	Auto Union
Q27158	Barkas
Q27224	Bentley
Q2731788	Ippolit W. Romanow
Q27325	Bertone
Q27334	Bitter Automobile
Q27377	Borgward
Q2737848	K-1 vehicles
Q27392	Bristol Cars
Q27401	Automobiles Ettore Bugatti
Q27423	BYD Auto
Q274575	Électrolette
Q27460	Dacia
Q2746812	Umayya ibn abd shams
Q27483	Daewoo Motors
Q27489	DAF
Q27511	Daihatsu
Q27530	Daimler AG
Q27539	Daimler Company
Q27550	Delage
Q27555283	Lynk & Co
Q275623	Groupe PSA
Q27571	Donkervoort
Q27586	Ferrari
Q27597	Fiat
Q27717	Fabryka Samochodów Ciężarowych
Q277172	SG Automotive
Q277199	Etsong Vehicle Manufacturing
Q277502	9ff
Q27760	Fabryka Samochodów Małolitrażowych
Q27778640	Automobiles Talbot France
Q27786	Fabryka Samochodów Osobowych
Q2780285	Mohr vehicles
Q278231	A.G. Engineering
Q278301	AJS
Q278393	Helios AG
Q278665	A. Felber & Co
Q278674	A. G. Alfieri
Q27889504	BMW South Africa
Q27889545	Menon Veículos
Q27889632	Guitolar
Q27889634	Pingo
Q279179	Obus
Q27926771	Fabrica Nacional de Automoviles
Q27940884	Historical Association for Warmia
Q28027517	Lucid Motors
Q28059707	Ugarte
Q281059	Renault Argentina
Q28106185	Chimo
Q28106278	McLachlan
Q28225587	Caribbean Free Trade Association
Q28225624	Marathon Electric Vehicles
Q28225632	Tate Electric vehicles
Q282395	Brissonneau et Lotz
Q2826795	Agere Systems
Q2828217	Air Navigation and Engineering Company
Q28294753	Mabbett
Q2830985	Universal Power Drives
Q2831962	Albrizzi
Q283754	Italdesign Giugiaro
Q28401181	Surridge Sport
Q28403206	Be Wiser Insurance
Q28403302	Steel Swallow
Q28405615	Arrival
Q284186	Tec-Mec
Q28458134	Saginaw
Q28458592	Tiffany
Q28458689	Sharp
Q28458691	Sibley
Q28458692	Standard Electric
Q28458694	States
Q2849801	Anguissola
Q28600783	Delamare-Deboutteville
Q28616	GAZ
Q286396	Robur
Q2864161	Titan
Q28691265	JINBAO
Q287210	Mobius Motors
Q2872242	Austro-FIAT
Q2874458	House of Avogadro
Q287717	AB Atlas
Q288526	ACM Automobili
Q28864757	Honda Australia
Q288669	Alma (French automobile)
Q288671	Ampère
Q288681	Armor
Q288689	Dolo (automobile)
Q288694	Ballot
Q288707	Duport vehicles
Q288710	Clément-Bayard
Q288724	Griffon vehicles
Q288726	Heinis
Q288729	Poirier vehicles
Q288737	Pieper
Q288740	Roussel (automobile)
Q288743	Thiriar et Van den Daele
Q289635	AC Propulsion
Q28966459	James MacLehose and Sons
Q2896798	Benzoni
Q29016635	Atelier Gustavolins
Q290188	Ansaldo
Q29041	Hanomag
Q29156	Israel Internet Association
Q29157529	Wolfframm
Q2923728	House of Brandolin
Q2925283	Research and Intervention Brigade
Q29281	Holden
Q29296	Horch
Q2933257	Caiselli
Q29366	Changan Automobile
Q2938836	Caripro
Q29422228	Het Paapje
Q2943250	Cavazza
Q29467542	ThePropheC
Q294701	AMC Motors Oy Finland
Q295481	AM General
Q2955956	Chance Morgan
Q29570	Chevrolet
Q29637	Škoda Auto
Q296628	ARH
Q29666	Industrieverband Fahrzeugbau
Q296786	ARO-Dacia
Q296878	ARP Instruments, Inc.
Q29698	Industrija motornih vozil
Q29803	Isuzu
Q29852	Itala
Q2987325	Tōkai Gakki
Q29904038	Tritan Ventures Inc
Q29921278	NIO
Q29939572	Williams, Murray & Rees
Q29950818	Dotto Trains
Q2997024	Corb Lund
Q300197	AV Motors
Q30055	Jaguar Cars
Q300805	Aaglander
Q30100944	Rightside Group
Q3012113	Daimler Manufacturing Company
Q30264343	Ministerium für Wissenschaft, Forschung und Kultur
Q3028154	Sensaud de Lavaud
Q303310	Troll
Q30348	Jensen Motors
Q30373	Kaipan
Q30526510	Sabra
Q30594804	Columbus Buggy Company
Q306352	Abbey Auto Engineering
Q3064932	Barzizza family
Q3065784	Famille de Gail
Q3088115	Genelec
Q30932907	Brasil Paralelo
Q30935430	S.WATANABE Woodcut Prints
Q3108205	Givova
Q314137	Kleinschnittger
Q314302	Schütte-Lanz
Q314803	Hercules
Q314813	Framo
Q315341	Tempo
Q315386	Terrot
Q316522	Karl Kässbohrer Fahrzeugwerke
Q31836839	Apollo
Q31836846	Darrin Automotive Design
Q31837264	Auburn-Cord-Duesenberg automobiles
Q31837271	Classic Motor Carriages
Q31837272	Contemporary vehicles
Q31837283	Gatsby vehicles
Q31837286	Guanci vehicles
Q31837297	Lucra vehicles
Q31837299	Manta Cars
Q31837468	Toyota South Africa Motors
Q31838226	Lafayette Bay Company
Q31838231	Lyon Motor Works
Q31838428	Fawick vehicles
Q31838435	Rock Hill Buggy Company (Rock Hill, S.C.)
Q31841776	Beck vehicles
Q31842318	Callihan
Q318992	Abendroth & Root Manufacturing Co
Q319525	Aberdonia Cars
Q320058	D-Rad
Q320140	Brennabor
Q320458	Ibanez
Q320511	GEA Westfalia Separator
Q320662	Neue Automobil Gesellschaft
Q321316	Express Werke
Q321373	Abingdon Works
Q321785	Brabus
Q322044	AGA
Q322705	Aboleiro
Q32306457	The Western Front
Q32306712	Kellison
Q324670	Omegle
Q3265092	Lucchini Engineering
Q328143	Cudell
Q328885	Bleichert
Q3337766	Negretti and Zambra
Q3355816	Oregon Scientific
Q3357863	Ottolini
Q3378857	Philadelphia Toboggan Coasters
Q338541	Accary
Q339220	Accles-Turrell
Q3417756	RainSong
Q3425078	Renault Retail Group
Q342647	Acrea
Q3458993	S&S Worldwide
Q3459769	Tilbury vehicles
Q3474628	Savorgnan
Q3480791	Sevel
Q351733	House of Carafa
Q351905	Adams Hewitt
Q351953	Adams Probe Motor
Q3521118	The Gravity Group
Q3525693	Bratislavské automobilové závody
Q3530909	TransUnion CIBIL
Q35349	Kia Motors
Q3542318	Jockey Club of Turkey
Q3547779	Ugitech
Q355626	Adem
Q3559050	Argyros
Q35594	Koenigsegg
Q3559423	Vincen Cornu
Q356825	Adi Moped
Q3574492	Zacco
Q35879	Lagonda
Q35886	Lamborghini
Q35896	Lancia
Q35907	Land Rover Ltd.
Q35914	Laurin & Klement
Q35931	Ligier
Q35935	Lotus Cars
Q35962	Maserati
Q35971	Mathis
Q35982	Matra
Q35996	Mazda
Q36018	MG Car Company Limited
Q36033	Mitsubishi Motors
Q36044	Moskvitch
Q36059	MTX
Q3607834	Alba
Q3649428	Cadaveric Crematorium
Q3656620	Ansaldo
Q3662070	Rocky Mountain Construction
Q367325	Adria Mobil
Q367527	Luc Court
Q367720	Barreiros
Q3694382	Correct Craft
Q369652	Helbé
Q3697816	Crivelli
Q3705643	Denzel
Q373335	GM Uzbekistan
Q373350	Gutbrod
Q3740743	Austro
Q3740855	Bock & Hollender
Q37493283	D. R. & W. Rees
Q375982	Fusi
Q3780781	Hall
Q378083	Neal Purvis
Q378288	Westcott automobile
Q3790198	Custoca
Q379500	Advanced Design Tramontana
Q3804070	Italcar
Q380661	Aegir Automobilwerke
Q381276	Aero Car
Q3817853	Wuling Motors
Q382397	Apes' Theatre
Q383069	Jetcar
Q383111	Skeoch
Q38364369	Gasmobile vehicles
